Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2015,2,Eixample,6,la Sagrada Família,39,14294
2015,2,Eixample,6,la Sagrada Família,40,13883
2015,2,Eixample,6,la Sagrada Família,41,15532
2015,2,Eixample,6,la Sagrada Família,42,17506
2015,2,Eixample,6,la Sagrada Família,43,16395
2015,2,Eixample,6,la Sagrada Família,44,13938
2015,2,Eixample,6,la Sagrada Família,45,16281
2015,2,Eixample,6,la Sagrada Família,46,14253
2015,2,Eixample,6,la Sagrada Família,47,14995
2015,2,Eixample,6,la Sagrada Família,48,15035
2015,2,Eixample,6,la Sagrada Família,49,14364
2015,2,Eixample,6,la Sagrada Família,50,14958
2015,2,Eixample,6,la Sagrada Família,51,15203
2015,2,Eixample,6,la Sagrada Família,52,14829
2015,2,Eixample,6,la Sagrada Família,53,15699
2015,2,Eixample,6,la Sagrada Família,54,16329
2015,2,Eixample,7,la Dreta de l'Eixample,55,17038
2015,2,Eixample,7,la Dreta de l'Eixample,56,16965
2015,2,Eixample,7,la Dreta de l'Eixample,57,20260
2015,2,Eixample,7,la Dreta de l'Eixample,58,18479
2015,2,Eixample,7,la Dreta de l'Eixample,59,19355
2015,2,Eixample,7,la Dreta de l'Eixample,60,17639
2015,2,Eixample,7,la Dreta de l'Eixample,61,15374
2015,2,Eixample,7,la Dreta de l'Eixample,62,18289
2015,2,Eixample,7,la Dreta de l'Eixample,63,24794
2015,2,Eixample,7,la Dreta de l'Eixample,64,21470
2015,2,Eixample,7,la Dreta de l'Eixample,65,18021
2015,2,Eixample,7,la Dreta de l'Eixample,66,17838
2015,2,Eixample,7,la Dreta de l'Eixample,67,15359
2015,2,Eixample,7,la Dreta de l'Eixample,68,16183
2015,2,Eixample,7,la Dreta de l'Eixample,69,18812
2015,2,Eixample,7,la Dreta de l'Eixample,70,19525
2015,2,Eixample,7,la Dreta de l'Eixample,71,19783
2015,2,Eixample,7,la Dreta de l'Eixample,72,21388
2015,2,Eixample,7,la Dreta de l'Eixample,73,19421
2015,2,Eixample,7,la Dreta de l'Eixample,74,19254
2015,2,Eixample,7,la Dreta de l'Eixample,75,17179
2015,2,Eixample,7,la Dreta de l'Eixample,76,20078
2015,2,Eixample,7,la Dreta de l'Eixample,77,22163
2015,2,Eixample,7,la Dreta de l'Eixample,78,22594
2015,2,Eixample,7,la Dreta de l'Eixample,79,28339
2015,2,Eixample,7,la Dreta de l'Eixample,80,23887
2015,2,Eixample,7,la Dreta de l'Eixample,81,22073
2015,2,Eixample,7,la Dreta de l'Eixample,82,20957
2015,2,Eixample,7,la Dreta de l'Eixample,83,22987
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,18890
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,18849
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,19695
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,18412
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,18977
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,17366
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,17301
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,17382
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,17097
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,18116
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,18515
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,17090
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,15936
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,14954
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,16512
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,18658
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,18243
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,17060
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,19789
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,14945
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,19561
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,15896
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,20244
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,20612
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,21004
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,21460
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,110,16917
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,111,18119
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,112,20175
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,113,20358
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,114,18236
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,115,15459
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,116,19380
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,117,18019
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,118,19380
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,119,17628
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,120,17015
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,121,17765
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,122,20946
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,123,16312
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,124,18823
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,125,17343
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,126,16944
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,127,16663
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,128,15476
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,129,17051
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,130,23832
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,131,16176
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,132,15853
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,133,17917
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,134,15943
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,135,14829
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,136,18546
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,137,14847
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,138,17409
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,139,14937
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,140,16786
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,141,15897
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,142,13852
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,143,16563
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,144,17304
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,145,15939
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,146,15695
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,147,14633
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,148,16465
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,149,15054
2015,2,Eixample,10,Sant Antoni,150,13788
2015,2,Eixample,10,Sant Antoni,151,15228
2015,2,Eixample,10,Sant Antoni,152,17878
2015,2,Eixample,10,Sant Antoni,153,16565
2015,2,Eixample,10,Sant Antoni,154,13262
2015,2,Eixample,10,Sant Antoni,155,13823
2015,2,Eixample,10,Sant Antoni,156,15092
2015,2,Eixample,10,Sant Antoni,157,14135
2015,2,Eixample,10,Sant Antoni,158,16885
2015,2,Eixample,10,Sant Antoni,159,15555
2015,2,Eixample,10,Sant Antoni,160,16653
2015,2,Eixample,10,Sant Antoni,161,15223
2015,2,Eixample,10,Sant Antoni,162,14067
2015,2,Eixample,10,Sant Antoni,163,17013
2015,2,Eixample,10,Sant Antoni,164,16411
2015,2,Eixample,10,Sant Antoni,165,16003
2015,2,Eixample,10,Sant Antoni,166,14528
2015,2,Eixample,10,Sant Antoni,167,15451
2015,2,Eixample,10,Sant Antoni,168,15413
2015,2,Eixample,10,Sant Antoni,169,13675
2015,2,Eixample,10,Sant Antoni,170,13508
2015,2,Eixample,10,Sant Antoni,171,13581
2015,2,Eixample,10,Sant Antoni,172,13354
2015,2,Eixample,10,Sant Antoni,173,15007
2015,3,Sants-Montjuïc,11,el Poble Sec,1,12432
2015,3,Sants-Montjuïc,11,el Poble Sec,2,11000
2015,3,Sants-Montjuïc,11,el Poble Sec,3,10736
2015,3,Sants-Montjuïc,11,el Poble Sec,4,13549
2015,3,Sants-Montjuïc,11,el Poble Sec,5,11704
2015,3,Sants-Montjuïc,11,el Poble Sec,6,10764
2015,3,Sants-Montjuïc,11,el Poble Sec,7,10962
2015,3,Sants-Montjuïc,11,el Poble Sec,8,10348
2015,3,Sants-Montjuïc,11,el Poble Sec,9,11954
2015,3,Sants-Montjuïc,11,el Poble Sec,10,10750
2015,3,Sants-Montjuïc,11,el Poble Sec,11,9499
2015,3,Sants-Montjuïc,11,el Poble Sec,12,11221
2015,3,Sants-Montjuïc,11,el Poble Sec,13,9728
2015,3,Sants-Montjuïc,11,el Poble Sec,14,9431
2015,3,Sants-Montjuïc,11,el Poble Sec,15,10417
2015,3,Sants-Montjuïc,11,el Poble Sec,16,9263
2015,3,Sants-Montjuïc,11,el Poble Sec,17,9758
2015,3,Sants-Montjuïc,11,el Poble Sec,18,10934
2015,3,Sants-Montjuïc,11,el Poble Sec,19,10638
2015,3,Sants-Montjuïc,11,el Poble Sec,20,13332
2015,3,Sants-Montjuïc,11,el Poble Sec,21,13556
2015,3,Sants-Montjuïc,11,el Poble Sec,22,12131
2015,3,Sants-Montjuïc,11,el Poble Sec,23,9864
2015,3,Sants-Montjuïc,11,el Poble Sec,24,11076
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,9003
2015,3,Sants-Montjuïc,13,la Marina de Port,26,13027
2015,3,Sants-Montjuïc,13,la Marina de Port,27,12534
2015,3,Sants-Montjuïc,13,la Marina de Port,28,14633
2015,3,Sants-Montjuïc,13,la Marina de Port,29,10729
2015,3,Sants-Montjuïc,13,la Marina de Port,30,12272
2015,3,Sants-Montjuïc,13,la Marina de Port,31,11395
2015,3,Sants-Montjuïc,13,la Marina de Port,32,10118
2015,3,Sants-Montjuïc,13,la Marina de Port,33,9002
2015,3,Sants-Montjuïc,13,la Marina de Port,34,11809
2015,3,Sants-Montjuïc,13,la Marina de Port,35,12299
2015,3,Sants-Montjuïc,13,la Marina de Port,36,13696
2015,3,Sants-Montjuïc,13,la Marina de Port,37,12092
2015,3,Sants-Montjuïc,13,la Marina de Port,38,8614
2015,3,Sants-Montjuïc,13,la Marina de Port,39,9067
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,40,16086
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,41,12582
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,42,12412
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,43,13296
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,44,12275
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,45,14297
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,46,17089
2015,3,Sants-Montjuïc,15,Hostafrancs,47,12525
2015,3,Sants-Montjuïc,15,Hostafrancs,48,16361
2015,3,Sants-Montjuïc,15,Hostafrancs,49,13973
2015,3,Sants-Montjuïc,15,Hostafrancs,50,13779
2015,3,Sants-Montjuïc,15,Hostafrancs,51,11683
2015,3,Sants-Montjuïc,15,Hostafrancs,52,11383
2015,3,Sants-Montjuïc,15,Hostafrancs,53,11950
2015,3,Sants-Montjuïc,15,Hostafrancs,54,14207
2015,3,Sants-Montjuïc,15,Hostafrancs,55,13505
2015,3,Sants-Montjuïc,15,Hostafrancs,56,14336
2015,3,Sants-Montjuïc,16,la Bordeta,57,12697
2015,3,Sants-Montjuïc,16,la Bordeta,58,15190
2015,3,Sants-Montjuïc,16,la Bordeta,59,12286
2015,3,Sants-Montjuïc,16,la Bordeta,60,14449
2015,3,Sants-Montjuïc,16,la Bordeta,61,12643
2015,3,Sants-Montjuïc,16,la Bordeta,62,13045
2015,3,Sants-Montjuïc,16,la Bordeta,63,11942
2015,3,Sants-Montjuïc,16,la Bordeta,64,13741
2015,3,Sants-Montjuïc,16,la Bordeta,65,13842
2015,3,Sants-Montjuïc,16,la Bordeta,66,12941
2015,3,Sants-Montjuïc,16,la Bordeta,67,13457
2015,3,Sants-Montjuïc,16,la Bordeta,68,13376
2015,3,Sants-Montjuïc,16,la Bordeta,69,14302
2015,3,Sants-Montjuïc,17,Sants - Badal,70,11889
2015,3,Sants-Montjuïc,17,Sants - Badal,71,11381
2015,3,Sants-Montjuïc,17,Sants - Badal,72,11743
2015,3,Sants-Montjuïc,17,Sants - Badal,73,14000
2015,3,Sants-Montjuïc,17,Sants - Badal,74,12816
2015,3,Sants-Montjuïc,17,Sants - Badal,75,12802
2015,3,Sants-Montjuïc,17,Sants - Badal,76,13124
2015,3,Sants-Montjuïc,17,Sants - Badal,77,12947
2015,3,Sants-Montjuïc,17,Sants - Badal,78,12846
2015,3,Sants-Montjuïc,17,Sants - Badal,79,11323
2015,3,Sants-Montjuïc,17,Sants - Badal,80,13484
2015,3,Sants-Montjuïc,17,Sants - Badal,81,13893
2015,3,Sants-Montjuïc,17,Sants - Badal,82,15599
2015,3,Sants-Montjuïc,17,Sants - Badal,83,17566
2015,3,Sants-Montjuïc,17,Sants - Badal,84,14764
2015,3,Sants-Montjuïc,17,Sants - Badal,85,13975
2015,3,Sants-Montjuïc,18,Sants,86,18919
2015,3,Sants-Montjuïc,18,Sants,87,16618
2015,3,Sants-Montjuïc,18,Sants,88,14073
2015,3,Sants-Montjuïc,18,Sants,89,16726
2015,3,Sants-Montjuïc,18,Sants,90,18478
2015,3,Sants-Montjuïc,18,Sants,91,14926
2015,3,Sants-Montjuïc,18,Sants,92,13822
2015,3,Sants-Montjuïc,18,Sants,93,14873
2015,3,Sants-Montjuïc,18,Sants,94,15785
2015,3,Sants-Montjuïc,18,Sants,95,13783
2015,3,Sants-Montjuïc,18,Sants,96,12512
2015,3,Sants-Montjuïc,18,Sants,97,9088
2015,3,Sants-Montjuïc,18,Sants,98,11718
2015,3,Sants-Montjuïc,18,Sants,99,13446
2015,3,Sants-Montjuïc,18,Sants,100,13396
2015,3,Sants-Montjuïc,18,Sants,101,12956
2015,3,Sants-Montjuïc,18,Sants,102,14367
2015,3,Sants-Montjuïc,18,Sants,103,14383
2015,3,Sants-Montjuïc,18,Sants,104,12908
2015,3,Sants-Montjuïc,18,Sants,105,12415
2015,3,Sants-Montjuïc,18,Sants,106,13125
2015,3,Sants-Montjuïc,18,Sants,107,15774
2015,3,Sants-Montjuïc,18,Sants,108,13167
2015,3,Sants-Montjuïc,18,Sants,109,13946
2015,3,Sants-Montjuïc,18,Sants,110,14848
2015,3,Sants-Montjuïc,18,Sants,111,14117
2015,3,Sants-Montjuïc,18,Sants,112,16971
2015,3,Sants-Montjuïc,18,Sants,113,19264
2015,3,Sants-Montjuïc,18,Sants,114,17899
2015,3,Sants-Montjuïc,13,la Marina de Port,211,12460
2015,3,Sants-Montjuïc,13,la Marina de Port,212,11665
2015,3,Sants-Montjuïc,13,la Marina de Port,213,9297
2015,4,Les Corts,19,les Corts,1,16411
2015,4,Les Corts,19,les Corts,2,19577
2015,4,Les Corts,19,les Corts,3,17199
2015,4,Les Corts,19,les Corts,4,17189
2015,4,Les Corts,19,les Corts,5,17163
2015,4,Les Corts,19,les Corts,6,16742
2015,4,Les Corts,19,les Corts,7,14731
2015,4,Les Corts,19,les Corts,8,15366
2015,4,Les Corts,19,les Corts,9,16737
2015,4,Les Corts,19,les Corts,10,18727
2015,4,Les Corts,19,les Corts,11,21043
2015,4,Les Corts,19,les Corts,12,18593
2015,4,Les Corts,19,les Corts,13,19920
2015,4,Les Corts,19,les Corts,14,20076
2015,4,Les Corts,19,les Corts,15,19352
2015,4,Les Corts,19,les Corts,16,19386
2015,4,Les Corts,19,les Corts,17,19425
2015,4,Les Corts,19,les Corts,18,20301
2015,4,Les Corts,19,les Corts,19,23593
2015,4,Les Corts,19,les Corts,20,19480
2015,4,Les Corts,19,les Corts,21,23402
2015,4,Les Corts,19,les Corts,22,19511
2015,4,Les Corts,19,les Corts,23,28339
2015,4,Les Corts,19,les Corts,24,28329
2015,4,Les Corts,19,les Corts,25,17956
2015,4,Les Corts,19,les Corts,26,18008
2015,4,Les Corts,19,les Corts,27,19284
2015,4,Les Corts,19,les Corts,28,17895
2015,4,Les Corts,19,les Corts,29,20846
2015,4,Les Corts,19,les Corts,30,21045
2015,4,Les Corts,19,les Corts,31,15078
2015,4,Les Corts,19,les Corts,32,17162
2015,4,Les Corts,19,les Corts,33,16314
2015,4,Les Corts,19,les Corts,34,21456
2015,4,Les Corts,19,les Corts,35,19986
2015,4,Les Corts,20,la Maternitat i Sant Ramon,36,14163
2015,4,Les Corts,20,la Maternitat i Sant Ramon,37,16927
2015,4,Les Corts,20,la Maternitat i Sant Ramon,38,17378
2015,4,Les Corts,20,la Maternitat i Sant Ramon,39,15638
2015,4,Les Corts,20,la Maternitat i Sant Ramon,40,12838
2015,4,Les Corts,20,la Maternitat i Sant Ramon,41,14042
2015,4,Les Corts,20,la Maternitat i Sant Ramon,42,14302
2015,4,Les Corts,20,la Maternitat i Sant Ramon,43,19862
2015,4,Les Corts,20,la Maternitat i Sant Ramon,44,15817
2015,4,Les Corts,20,la Maternitat i Sant Ramon,45,15028
2015,4,Les Corts,20,la Maternitat i Sant Ramon,46,21698
2015,4,Les Corts,20,la Maternitat i Sant Ramon,47,18437
2015,4,Les Corts,20,la Maternitat i Sant Ramon,48,19332
2015,4,Les Corts,20,la Maternitat i Sant Ramon,49,23996
2015,4,Les Corts,21,Pedralbes,50,28315
2015,4,Les Corts,21,Pedralbes,51,20310
2015,4,Les Corts,21,Pedralbes,52,28339
2015,4,Les Corts,21,Pedralbes,53,19894
2015,4,Les Corts,21,Pedralbes,54,28183
2015,4,Les Corts,21,Pedralbes,55,28339
2015,4,Les Corts,21,Pedralbes,56,28339
2015,4,Les Corts,20,la Maternitat i Sant Ramon,84,22195
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,12602
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,21535
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,18708
2015,5,Sarrià-Sant Gervasi,23,Sarrià,4,25023
2015,5,Sarrià-Sant Gervasi,23,Sarrià,5,24007
2015,5,Sarrià-Sant Gervasi,23,Sarrià,6,28339
2015,5,Sarrià-Sant Gervasi,23,Sarrià,7,23995
2015,5,Sarrià-Sant Gervasi,23,Sarrià,8,23409
2015,5,Sarrià-Sant Gervasi,23,Sarrià,9,21801
2015,5,Sarrià-Sant Gervasi,23,Sarrià,10,20366
2015,5,Sarrià-Sant Gervasi,23,Sarrià,11,22091
2015,5,Sarrià-Sant Gervasi,23,Sarrià,12,19600
2015,5,Sarrià-Sant Gervasi,23,Sarrià,13,20324
2015,5,Sarrià-Sant Gervasi,23,Sarrià,14,22082
2015,5,Sarrià-Sant Gervasi,23,Sarrià,15,20272
2015,5,Sarrià-Sant Gervasi,23,Sarrià,16,17562
2015,5,Sarrià-Sant Gervasi,23,Sarrià,17,27672
2015,5,Sarrià-Sant Gervasi,23,Sarrià,18,21396
2015,5,Sarrià-Sant Gervasi,23,Sarrià,19,26561
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,23779
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,28339
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,27241
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,18849
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,28339
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,28339
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,28339
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,28339
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,26593
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,28008
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,28339
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,28339
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,28339
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,27566
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,20220
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,28339
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,25810
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,21421
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,18858
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,24388
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,18547
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,18416
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,20374
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,20209
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,17872
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,21574
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,28339
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,23352
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,25074
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,28339
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,21588
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,24906
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,28339
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,28339
